id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,CIPRO,CEFTRIAXONE,AMOXICILLIN
GENOME_1405,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,4,2,1,10,1,3,10,6,3,6,0,7,10,0.11,0.81,0.94,0.62,0.02,0.64,0.19,0.61,0.44,0.96,S,S,I
GENOME_1406,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,2,3,4,8,4,3,3,1,9,10,2,6,1,6,3,0.03,0.64,0.84,0.52,0.27,0.86,0.28,0.46,0.63,0.85,S,S,I
GENOME_1407,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,4,1,10,2,8,2,0,7,7,5,10,0,4,0,0.22,0.59,0.91,0.28,0.09,0.86,0.25,0.43,0.13,0.98,I,S,S
GENOME_1408,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,4,3,8,4,2,5,7,1,8,4,5,6,1,9,5,0.63,0.7,0.64,0.68,0.03,0.75,0.09,0.49,0.17,0.98,S,R,I
GENOME_1409,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,5,5,8,10,4,10,4,3,6,4,6,5,2,1,3,0.12,0.71,0.32,0.71,0.53,0.69,0.0,0.46,0.32,0.84,S,S,S
GENOME_1410,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,8,3,8,6,1,7,3,0,8,8,3,10,1,2,5,0.24,0.57,0.46,0.47,0.25,0.71,0.28,0.55,0.39,0.37,R,I,R
GENOME_1411,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,3,3,8,10,0,10,6,2,6,3,1,1,1,4,5,0.32,0.97,0.34,0.5,0.49,0.77,0.12,0.57,0.07,0.79,S,I,S
GENOME_1412,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,3,4,0,9,4,6,2,1,2,7,5,1,2,7,3,0.4,0.87,0.15,0.41,0.02,0.98,0.29,0.61,0.08,0.76,R,R,S
GENOME_1413,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,3,4,7,8,4,0,3,1,0,7,1,9,2,0,7,0.04,0.59,0.05,0.22,0.31,0.81,0.37,0.25,0.06,0.75,S,I,S
GENOME_1414,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,7,7,2,0,2,0,0,7,5,5,2,0,3,0.56,0.57,0.73,0.58,0.08,0.92,0.37,0.83,0.07,0.78,I,S,S
GENOME_1415,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,5,3,3,0,9,7,3,4,8,1,10,0,6,4,0.06,0.72,0.1,0.59,0.13,0.85,0.2,0.6,0.11,0.66,S,S,S
GENOME_1416,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,3,1,0,8,0,6,3,0,8,8,4,0,0,0,4,0.16,0.83,0.26,0.18,0.28,0.41,0.09,0.29,0.24,0.79,S,S,S
GENOME_1417,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,4,0,3,1,1,2,1,9,3,2,5,0,2,10,0.07,0.68,0.98,0.82,0.0,0.9,0.2,0.48,0.17,0.78,S,S,I
GENOME_1418,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,4,4,0,7,0,8,1,0,5,6,5,4,1,7,1,0.21,0.52,0.2,0.14,0.2,0.79,0.03,0.51,0.19,0.85,S,R,R
GENOME_1419,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,9,5,2,7,1,9,7,0,1,10,5,0,2,8,7,0.42,0.64,0.25,0.29,0.11,0.86,0.12,0.43,0.07,0.98,R,I,R
GENOME_1420,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,8,1,2,10,3,8,5,2,5,10,5,4,0,4,7,0.04,0.8,0.41,0.38,0.17,0.83,0.17,0.86,0.21,0.94,I,S,S
GENOME_1421,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,4,3,5,4,1,5,3,10,7,6,3,0,5,9,0.6,0.79,0.58,0.06,0.4,0.78,0.15,0.39,0.44,0.55,S,S,R
GENOME_1422,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,6,3,1,10,4,8,7,0,3,8,3,8,0,7,7,0.41,0.6,0.99,0.28,0.12,0.86,0.08,0.34,0.37,0.7,S,S,S
GENOME_1423,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,5,8,3,1,8,3,1,8,7,6,10,0,2,0,0.31,0.95,0.31,0.59,0.02,0.9,0.06,0.3,0.11,0.91,I,S,S
GENOME_1424,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,9,4,8,6,1,9,6,0,9,5,2,0,2,0,6,0.4,0.63,0.51,0.34,0.0,0.84,0.24,0.38,0.09,0.85,R,R,S
GENOME_1425,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,10,0,6,4,1,5,2,3,2,4,1,9,2,8,2,0.25,0.58,0.47,0.68,0.21,0.85,0.28,0.62,0.1,0.76,I,S,S
GENOME_1426,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,8,4,1,7,4,4,5,3,6,8,1,2,0,1,0,0.19,0.63,0.68,0.72,0.15,0.99,0.46,0.5,0.03,0.88,S,S,I
GENOME_1427,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,3,1,2,3,1,9,5,1,9,6,2,1,1,8,4,0.32,0.52,0.57,0.25,0.15,0.84,0.06,0.56,0.1,0.6,R,R,R
GENOME_1428,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,2,3,7,10,4,1,7,3,7,6,0,10,2,1,3,0.28,0.84,0.73,0.74,0.22,0.89,0.26,0.49,0.29,0.81,S,R,I
GENOME_1429,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,10,1,8,5,4,5,3,1,1,6,0,0,1,7,6,0.44,0.76,0.39,0.33,0.05,0.91,0.31,0.56,0.01,0.98,R,R,S
GENOME_1430,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,6,5,3,8,2,10,6,3,9,7,2,1,1,2,0,0.13,0.82,0.74,0.3,0.09,0.97,0.14,0.37,0.09,0.76,S,S,S
GENOME_1431,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,5,4,8,6,2,8,3,0,6,5,1,10,2,8,0,0.35,0.55,0.77,0.61,0.05,0.69,0.13,0.58,0.01,0.86,I,I,R
GENOME_1432,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,10,4,3,9,3,2,3,1,4,6,5,6,1,9,7,0.08,0.65,0.76,0.33,0.19,0.77,0.15,0.57,0.04,0.76,R,S,S
GENOME_1433,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,9,0,1,5,3,2,4,3,0,3,3,4,2,3,10,0.33,0.86,0.38,0.38,0.3,0.81,0.32,0.84,0.02,0.88,S,S,R
GENOME_1434,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,7,3,6,8,0,10,1,2,6,9,0,1,0,7,3,0.27,0.82,0.2,0.61,0.07,0.82,0.46,0.37,0.05,0.71,R,R,R
GENOME_1435,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,8,4,8,6,1,3,7,2,9,3,5,3,2,3,10,0.21,0.75,0.22,0.51,0.01,0.63,0.17,0.43,0.09,0.77,S,S,S
GENOME_1436,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0,1,4,4,9,1,1,7,8,6,10,0,2,8,0.21,0.76,0.16,0.42,0.41,0.89,0.06,0.59,0.21,0.85,R,S,S
GENOME_1437,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,5,0,7,9,0,10,1,2,0,4,5,5,1,0,9,0.15,0.49,0.19,0.21,0.11,0.82,0.2,0.47,0.01,0.91,I,S,R
GENOME_1438,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,7,1,5,7,2,3,2,0,3,5,5,7,1,3,9,0.16,0.56,0.26,0.56,0.0,0.9,0.58,0.56,0.43,0.94,I,S,S
GENOME_1439,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,8,3,8,5,4,0,2,0,3,6,2,5,0,1,4,0.15,0.77,0.09,0.16,0.55,0.93,0.12,0.54,0.39,0.64,S,S,I
GENOME_1440,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,7,2,4,10,0,1,1,3,4,5,4,5,2,8,10,0.16,0.65,0.65,0.84,0.11,0.85,0.39,0.72,0.01,0.81,S,R,I
GENOME_1441,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,5,5,0,10,2,5,7,0,4,3,2,5,0,1,5,0.36,0.77,0.93,0.53,0.13,0.74,0.08,0.74,0.0,0.81,S,S,S
GENOME_1442,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,7,0,4,3,3,4,7,1,3,8,1,4,1,7,10,0.24,0.8,0.87,0.23,0.58,0.84,0.26,0.49,0.14,0.88,R,S,R
GENOME_1443,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,8,2,6,10,1,9,3,0,10,6,6,4,0,9,1,0.49,0.54,0.07,0.77,0.58,0.73,0.12,0.26,0.4,0.92,R,R,I
GENOME_1444,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,6,5,1,3,4,3,0,7,2,5,0,9,10,0.36,0.82,0.74,0.38,0.02,0.62,0.21,0.39,0.25,0.83,S,S,S
GENOME_1445,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,5,0,3,10,0,9,1,0,8,3,0,5,0,6,2,0.22,0.56,0.81,0.45,0.13,0.53,0.05,0.2,0.13,0.97,R,S,R
GENOME_1446,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,5,5,9,2,8,6,3,4,4,0,0,1,5,6,0.19,0.72,0.82,0.48,0.12,0.8,0.24,0.16,0.05,0.7,S,S,S
GENOME_1447,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,8,3,5,4,0,1,3,1,0,6,5,6,2,3,6,0.27,0.71,0.79,0.34,0.44,0.79,0.08,0.43,0.03,0.77,S,I,S
GENOME_1448,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,7,2,0,8,2,7,5,2,2,9,2,5,2,2,5,0.04,0.94,0.21,0.44,0.26,0.87,0.32,0.76,0.03,0.67,S,S,S
GENOME_1449,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,4,3,4,3,2,10,4,0,0,4,5,5,1,9,10,0.33,0.85,0.44,0.49,0.48,0.87,0.17,0.42,0.28,0.68,I,R,S
GENOME_1450,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,9,2,6,3,1,3,2,3,6,8,3,0,1,4,3,0.32,0.76,0.26,0.52,0.42,0.59,0.47,0.5,0.13,0.67,I,S,S
GENOME_1451,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,1,4,5,3,8,7,1,9,10,2,6,0,1,9,0.12,0.76,0.81,0.41,0.62,0.86,0.09,0.41,0.25,0.99,S,S,S
GENOME_1452,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,8,0,7,8,3,3,5,2,9,5,3,5,2,1,3,0.16,0.72,0.76,0.45,0.49,0.56,0.37,0.44,0.47,1.0,S,S,S
GENOME_1453,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,10,0,0,5,4,1,5,2,9,4,6,9,2,7,7,0.1,0.62,0.91,0.27,0.6,0.73,0.33,0.72,0.17,0.89,R,R,I
GENOME_1454,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,9,1,8,3,2,5,6,2,6,9,0,1,2,2,8,0.65,0.49,0.04,0.55,0.07,0.91,0.1,0.5,0.09,0.6,I,S,S
GENOME_1455,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,6,5,1,3,1,8,6,0,5,4,6,10,1,6,7,0.18,0.62,0.97,0.52,0.49,0.69,0.26,0.83,0.49,0.56,I,S,S
GENOME_1456,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,8,5,7,6,2,6,7,2,8,9,4,7,2,5,7,0.36,0.76,0.29,0.33,0.61,0.75,0.18,0.46,0.16,0.73,I,R,S
GENOME_1457,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,6,4,4,4,4,0,6,2,6,9,3,7,0,7,10,0.16,0.69,0.61,0.68,0.49,0.95,0.07,0.33,0.12,0.95,R,S,S
GENOME_1458,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,7,2,6,4,1,8,5,2,4,7,2,6,2,2,4,0.08,0.5,0.07,0.16,0.12,0.73,0.26,0.52,0.02,0.96,R,R,S
GENOME_1459,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,9,5,6,2,2,5,3,0,6,4,1,6,2,0,10,0.59,0.79,0.37,0.37,0.13,0.8,0.11,0.41,0.25,0.95,R,R,R
GENOME_1460,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,4,5,0,4,3,8,1,1,9,7,1,10,0,5,1,0.21,0.72,0.97,0.42,0.56,0.5,0.2,0.68,0.06,0.89,S,R,S
GENOME_1461,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,9,2,7,5,3,1,5,2,3,4,2,6,0,5,9,0.12,0.56,0.27,0.44,0.23,0.52,0.22,0.37,0.11,0.96,I,S,R
GENOME_1462,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,9,4,2,7,4,10,1,1,9,7,0,3,1,7,1,0.32,0.74,0.31,0.8,0.31,0.68,0.15,0.45,0.58,0.88,S,S,I
GENOME_1463,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,5,1,3,7,3,6,5,2,8,3,0,0,1,9,1,0.52,0.59,0.54,0.66,0.19,0.92,0.27,0.41,0.16,0.97,S,S,S
GENOME_1464,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,7,3,2,6,2,7,3,2,5,7,0,8,0,2,5,0.09,0.72,0.19,0.38,0.39,0.64,0.17,0.53,0.51,0.49,S,I,S
GENOME_1465,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,6,3,1,5,4,7,1,0,3,3,2,0,2,8,9,0.42,0.61,0.96,0.26,0.05,0.98,0.35,0.68,0.07,0.96,I,S,R
GENOME_1466,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,6,7,0,4,2,2,4,3,1,4,2,5,4,0.47,0.56,0.23,0.4,0.06,0.84,0.09,0.71,0.04,0.91,R,I,S
GENOME_1467,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,9,3,4,6,4,6,4,3,7,8,4,9,0,0,3,0.07,0.8,0.4,0.63,0.08,0.91,0.05,0.82,0.05,0.82,S,R,S
GENOME_1468,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,3,1,6,2,3,6,5,2,6,6,1,8,1,2,3,0.32,0.85,0.24,0.74,0.47,0.59,0.14,0.79,0.28,0.61,R,R,S
GENOME_1469,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,7,2,0,3,1,2,5,1,5,3,0,1,0,3,7,0.38,0.93,0.92,0.24,0.24,0.67,0.2,0.28,0.13,0.93,S,S,S
GENOME_1470,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,10,2,1,10,4,10,3,3,1,6,2,4,2,2,9,0.54,0.67,0.2,0.61,0.01,0.75,0.2,0.37,0.16,0.71,R,S,S
GENOME_1471,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,8,4,5,5,2,10,7,0,2,7,2,10,2,5,1,0.04,0.76,0.54,0.76,0.33,0.8,0.11,0.23,0.1,0.95,S,S,S
GENOME_1472,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,5,5,5,7,4,1,4,3,0,8,4,10,1,6,4,0.43,0.62,0.21,0.15,0.26,0.53,0.09,0.43,0.4,0.99,S,S,S
GENOME_1473,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,10,1,2,6,3,4,7,3,2,5,1,10,1,1,6,0.18,0.54,0.66,0.37,0.46,0.9,0.18,0.45,0.27,0.99,S,I,S
GENOME_1474,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,3,5,0,3,4,3,6,3,10,10,0,0,1,5,6,0.35,0.7,0.89,0.51,0.01,0.71,0.2,0.75,0.05,0.71,I,R,S
GENOME_1475,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,3,2,2,2,7,1,3,1,6,4,1,0,3,7,0.22,0.64,0.2,0.49,0.2,0.93,0.16,0.42,0.04,0.75,S,S,S
GENOME_1476,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,8,1,3,2,2,4,5,3,9,8,0,0,1,0,2,0.36,0.69,0.46,0.37,0.14,0.74,0.22,0.37,0.73,0.45,I,S,S
GENOME_1477,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,2,3,8,2,1,5,5,1,2,0,1,1,0.64,0.7,0.58,0.57,0.0,0.78,0.12,0.19,0.55,0.82,S,S,S
GENOME_1478,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,4,4,6,7,2,6,6,3,3,10,4,3,0,4,7,0.16,0.81,0.06,0.56,0.02,0.85,0.55,0.29,0.13,0.92,S,S,I
GENOME_1479,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,7,0,2,8,3,10,7,1,10,8,0,0,0,8,8,0.18,0.75,0.45,0.43,0.6,0.63,0.25,0.44,0.14,0.58,I,S,S
GENOME_1480,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,3,4,7,8,4,0,6,1,9,7,3,9,1,4,0,0.4,0.75,0.83,0.21,0.09,0.83,0.3,0.82,0.22,0.85,S,S,S
GENOME_1481,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,4,6,10,4,1,2,1,2,6,2,0,0,7,8,0.06,0.85,0.5,0.68,0.19,0.7,0.18,0.52,0.03,0.71,S,R,R
GENOME_1482,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,3,4,5,4,0,7,3,0,7,9,1,1,1,9,7,0.27,0.94,0.67,0.55,0.34,0.93,0.07,0.46,0.02,0.87,S,I,I
GENOME_1483,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,4,0,7,10,3,9,6,3,4,10,2,3,0,1,6,0.21,0.86,0.63,0.4,0.31,0.8,0.13,0.16,0.14,0.74,S,S,S
GENOME_1484,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,4,4,8,2,1,7,7,2,3,7,6,1,0,4,7,0.12,0.39,0.63,0.56,0.5,0.51,0.34,0.63,0.33,0.94,R,S,I
GENOME_1485,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,3,3,1,5,0,5,5,0,1,1,0,2,0.51,0.31,0.8,0.27,0.42,0.83,0.08,0.38,0.05,0.81,S,R,S
GENOME_1486,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,8,8,4,6,3,2,3,7,4,7,0,1,1,0.14,0.83,0.35,0.13,0.36,0.91,0.07,0.6,0.35,0.81,S,S,S
GENOME_1487,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,5,0,4,3,4,7,4,3,9,5,0,10,2,2,3,0.31,0.88,0.86,0.67,0.19,0.7,0.11,0.5,0.17,0.95,I,R,S
GENOME_1488,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,9,2,0,5,2,3,2,3,9,3,6,7,0,7,6,0.2,0.76,0.85,0.51,0.21,0.82,0.34,0.46,0.03,1.0,S,S,S
GENOME_1489,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,4,2,0,3,0,2,2,2,4,5,5,6,1,9,1,0.05,0.7,0.62,0.54,0.22,0.97,0.34,0.49,0.43,0.47,S,S,S
GENOME_1490,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,8,0,6,3,1,9,3,1,10,5,3,10,2,2,6,0.34,0.82,0.7,0.51,0.08,0.65,0.21,0.53,0.04,0.74,I,R,S
GENOME_1491,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,6,4,5,2,0,8,4,3,3,3,3,3,1,3,6,0.37,0.7,0.36,0.42,0.26,0.64,0.17,0.66,0.0,0.83,R,S,R
GENOME_1492,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,4,4,8,10,3,1,6,2,8,6,1,6,0,3,9,0.26,0.83,0.16,0.28,0.05,0.97,0.05,0.73,0.07,0.97,S,S,S
GENOME_1493,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,8,4,0,4,3,2,1,0,1,4,6,5,1,8,8,0.35,0.68,0.81,0.74,0.1,0.52,0.28,0.73,0.13,0.97,I,S,R
GENOME_1494,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,6,2,4,7,7,2,0,6,2,6,0,3,2,0.37,0.94,0.52,0.45,0.15,0.97,0.22,0.51,0.02,0.51,R,S,R
GENOME_1495,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,2,4,7,7,2,1,4,0,6,4,5,0,2,8,8,0.29,0.7,0.95,0.72,0.07,0.8,0.12,0.31,0.32,0.64,S,S,R
GENOME_1496,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,3,9,1,4,3,0,8,3,0,4,1,7,6,0.17,0.97,0.91,0.5,0.06,0.96,0.08,0.61,0.03,0.88,S,S,R
GENOME_1497,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,6,4,0,8,2,9,6,3,8,6,5,4,2,3,10,0.34,0.96,0.26,0.44,0.41,0.77,0.1,0.76,0.22,0.86,S,S,I
GENOME_1498,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,8,0,2,8,1,7,6,0,3,7,6,6,2,2,7,0.32,0.91,0.69,0.9,0.15,0.75,0.41,0.37,0.1,0.96,S,S,S
GENOME_1499,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,4,1,3,0,6,6,3,3,8,3,3,0,1,2,0.16,0.68,0.92,0.12,0.37,0.7,0.22,0.65,0.11,0.78,S,S,S
GENOME_1500,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,5,1,2,5,4,3,3,2,0,9,4,0,1,7,4,0.44,0.48,0.76,0.62,0.24,0.94,0.36,0.4,0.44,0.74,I,S,S
GENOME_1501,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,5,5,7,2,9,4,1,0,7,0,2,1,7,10,0.1,0.84,0.17,0.47,0.32,0.98,0.23,0.77,0.21,0.9,S,R,S
GENOME_1502,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,2,0,2,3,3,8,3,0,0,6,1,3,1,0,6,0.33,0.89,0.33,0.41,0.08,0.49,0.16,0.52,0.16,0.85,R,S,S
GENOME_1503,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,2,3,6,4,1,2,3,5,7,4,4,2,6,7,0.79,0.72,0.57,0.71,0.19,0.94,0.11,0.7,0.34,0.92,I,S,S
GENOME_1504,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,5,0,0,6,1,6,3,1,10,3,2,7,0,7,5,0.3,0.68,0.11,0.87,0.1,0.85,0.44,0.73,0.37,0.88,S,R,R
GENOME_1505,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,3,5,4,4,6,1,0,5,7,1,7,2,6,5,0.44,0.53,0.76,0.34,0.26,0.87,0.17,0.54,0.02,0.9,S,S,S
GENOME_1506,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,2,2,1,3,3,6,2,2,10,8,2,1,1,2,4,0.46,0.77,0.09,0.42,0.26,0.95,0.11,0.51,0.16,0.7,R,S,S
GENOME_1507,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,5,2,3,8,3,6,7,0,10,10,2,9,0,3,3,0.42,0.75,0.23,0.42,0.28,0.7,0.02,0.63,0.03,0.81,S,S,S
GENOME_1508,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,5,0,4,9,1,4,5,2,4,10,3,3,0,4,6,0.22,0.46,0.78,0.42,0.13,0.89,0.25,0.16,0.08,0.9,S,S,S
GENOME_1509,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,3,3,4,5,4,0,2,2,9,8,6,1,0,0,9,0.52,0.91,0.06,0.36,0.02,0.92,0.02,0.35,0.0,0.87,S,S,S
GENOME_1510,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,2,3,5,2,3,7,2,10,10,5,4,0,9,4,0.32,0.74,0.94,0.54,0.15,0.43,0.43,0.36,0.24,0.95,S,S,S
GENOME_1511,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,6,5,2,10,4,4,2,2,9,10,6,3,0,2,7,0.36,0.51,0.59,0.18,0.4,0.79,0.23,0.43,0.28,0.61,S,R,S
GENOME_1512,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,4,3,5,3,9,2,3,1,7,2,1,1,5,0,0.35,0.8,0.09,0.63,0.18,0.71,0.05,0.54,0.17,0.89,S,S,S
GENOME_1513,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,5,3,2,4,1,3,6,3,5,4,4,2,1,2,7,0.44,0.92,0.0,0.28,0.05,0.82,0.15,0.29,0.03,0.97,S,R,S
GENOME_1514,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,6,3,2,2,0,6,4,3,0,8,4,2,1,4,4,0.19,0.91,0.15,0.67,0.32,0.69,0.03,0.3,0.21,0.89,R,S,S
GENOME_1515,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,5,3,4,0,1,7,1,2,4,6,6,1,3,3,0.11,0.66,0.86,0.34,0.36,0.91,0.17,0.39,0.16,0.57,S,S,S
GENOME_1516,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,5,5,8,6,4,1,5,2,4,5,4,3,2,1,5,0.11,0.97,0.26,0.5,0.11,0.9,0.38,0.68,0.29,0.86,I,S,S
GENOME_1517,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,8,3,3,10,1,0,9,10,5,0,0,3,6,0.29,0.66,0.91,0.81,0.04,0.84,0.24,0.55,0.23,0.73,S,S,I
GENOME_1518,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,5,0,7,6,4,1,2,1,4,3,0,4,0,3,2,0.58,0.65,0.4,0.82,0.09,0.7,0.27,0.57,0.11,0.98,S,S,R
GENOME_1519,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,7,0,3,10,1,9,7,1,10,7,5,5,1,2,3,0.17,0.5,0.12,0.21,0.34,0.48,0.36,0.46,0.14,0.87,S,I,S
GENOME_1520,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,7,3,1,7,2,2,7,1,6,3,3,5,1,7,6,0.2,0.74,0.74,0.35,0.24,0.81,0.15,0.71,0.34,0.89,S,I,S
GENOME_1521,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,6,1,8,4,0,4,4,1,4,3,5,9,0,5,6,0.16,0.89,0.59,0.29,0.07,0.86,0.07,0.42,0.03,0.81,I,S,R
GENOME_1522,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,3,0,5,6,4,9,3,0,9,10,3,10,2,0,2,0.34,0.56,0.63,0.37,0.25,0.72,0.49,0.64,0.31,0.99,S,S,S
GENOME_1523,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,3,1,7,2,3,8,5,2,5,4,4,1,2,8,8,0.13,0.45,0.69,0.79,0.38,0.88,0.16,0.5,0.18,0.97,I,S,S
GENOME_1524,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,4,2,3,9,0,2,7,0,6,8,0,4,0,2,2,0.36,0.9,0.63,0.91,0.5,0.75,0.14,0.62,0.37,0.95,R,I,S
GENOME_1525,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,7,4,7,10,0,5,6,2,1,9,5,3,1,3,7,0.33,0.61,0.1,0.49,0.07,0.61,0.25,0.22,0.06,0.88,S,S,S
